movie_id,movie_cname,movie_year,movie_vote,movie_score,info_link,category,country,comment,evaluation,actors,director,movieWatched,movieWanttw,movieSummary
23761370,速度与激情7,2015-04-12,464821,8.4,https:\/\/movie.douban.com\/subject\/23761370\/,"动作,犯罪","美国,中国大陆,日本",114717,464820,范·迪塞尔 保罗·沃克 杰森·斯坦森 米歇尔·罗德里格兹 乔丹娜·布鲁斯特 泰瑞斯·吉布森 卢达·克里斯 道恩·强森 卢卡斯·布莱克 库尔特·拉塞尔 娜塔莉·伊曼纽尔 埃尔莎·帕塔奇 盖尔·加朵 约翰·布罗特顿 卢克·伊万斯 托尼·贾 杰曼·翰苏 诺尔·古格雷米 阿里·法扎勒 姜成镐 龙达·鲁西 伊吉·阿德利亚 乔恩·李·布罗迪 查理·普斯 萨拉·米博·孙 乔赛琳·唐娜休 布里特妮·阿尔格 宝娃 卡莉·普雷斯科特 斯蒂芬·考特尔 托娜塔·摩根 安娜·科尔韦尔 阿莉莎·威尼斯 柯迪·沃克 罗伯特·普拉尔戈 切尔西·佩雷拉 凯瑟琳陈 布莱恩·马霍尼 法希姆·纳吉 若泽·阿布利尔 贾内尔·伊斯拉斯 瑞贝卡·莱伊 ,温子仁 ,968346,56696,经历了紧张刺激的伦敦大战，多米尼克·托雷托（范·迪塞尔 Vin Diesel 饰）和他的伙伴们重新回归平静的生活，但是江湖的恩恩怨怨却决不允许他们轻易抽身而去。棘手的死对头欧文·肖瘫在医院，不得动弹，他的哥哥戴克·肖（杰森·斯坦森 Jason Stantham 饰）则发誓要为弟弟复仇。戴克曾是英国特种部队的王牌杀手，不仅身怀绝技，而且心狠手辣。他干掉了远在东京的韩，还几乎把探长卢克·霍布斯（道恩·强森 Dwayne Johnson 饰）送到另一个世界，甚至多米尼克那世外桃源般的家也被对方炸毁。
26393561,小萝莉的猴神大叔,2018-03-02,468641,8.4,https:\/\/movie.douban.com\/subject\/26393561\/,"剧情,喜剧,动作",印度,121107,468640,萨尔曼·汗 哈莎莉·马洛特拉 卡琳娜·卡普尔 纳瓦祖丁·席迪圭 欧姆·普瑞 梅·维贾 席尔帕.舒克拉 拉杰什·沙玛 沙拉蒂·瑟斯纳 阿图·斯里瓦斯塔瓦 阿德南·萨米 马诺·巴克什 阿尔卡·芭朵拉·卡肖尔 维莫尔·卡肖尔 凯姆利什·吉尔 纳伊姆·汗 埃朗·哈斯米 迪普提·纳瓦尔 ,卡比尔·汗 ,944771,171912,电影讲述了一个拥有虔诚宗教信仰的单纯印度男人帮助巴基斯坦哑女与父母重聚的故事。印度教教徒帕万（萨尔曼·汗 饰）在一次机缘巧合下结识了与母亲走失并有语言障碍的穆斯林小女孩沙希达（哈尔莎莉·马尔霍特 饰）。在得知沙希达是巴基斯坦人后，帕万决定帮助她回家，可在回巴基斯坦途中却四处碰壁，遭遇领事馆冲突、被旅游局欺骗之后，帕万立志将不惜一切代价尽其所能带沙希达回到自己的家乡与家人团聚。
1297862,英雄本色2,1987-12-17,171733,8.4,https:\/\/movie.douban.com\/subject\/1297862\/,"剧情,动作,犯罪",中国香港,24783,171733,狄龙 张国荣 周润发 石天 关山 朱宝意 曾江 成奎安 吴孟达 王正方 谷轩昭 李华干 萧玉 胡智龙 杜伟和 良鸣 林富伟 林志泰 李耀景 麦飞鸿 罗树琪 伍国健 龙铭恩 顾嘉辉 刘晃世 黄伟辉 陈志辉 刘兆铭 简慧真 ,吴宇森 ,304354,32072,第一部中，小马哥（周润发 饰）死在乱枪之下，宋子豪（狄龙 饰）和弟弟宋子杰（张国荣 饰）冰释前嫌，英雄的故事还在继续。
1293422,监狱风云,1987-11-13,121873,8.4,https:\/\/movie.douban.com\/subject\/1293422\/,"剧情,动作,犯罪",中国香港,0,0,x,x,201210,37760,年轻有为的广告设计师卢家耀（梁家辉 饰）在一次阻止不良分子寻衅滋事中失手伤人，被判服刑三年，在狱中，他因个性憨直得罪了黑帮老大，受尽欺辱，老囚犯钟天正（周润发 饰）看不过仗义相助，两人结为患难之交。
1297710,天若有情,1990-06-14,105305,8.4,https:\/\/movie.douban.com\/subject\/1297710\/,"动作,剧情,爱情",中国香港,29800,105305,刘德华 吴倩莲 吴孟达 朱铁和 刘江 黄光亮 仙杜拉 钟荣 林富伟 林志泰 姚文基 林聪 洪同剑 黄伟辉 吴回 黄莎莉 元彬 梁珊 陈敏儿 朱继生 吴浣仪 黃志明 谢伟杰 简瑞超 肥伯 ,陈木胜 ,149677,53819,华弟（刘德华 饰）是一个黑道的小混混，喜欢从飚车中得到快感，整天骑着电单车。他在极不愿意的情况下做了一宗抢劫案，警方怀疑他实施追捕，他挟持了富家女Jojo（吴倩莲 饰）出走，没想到他们不管悬殊的身份地位，很快爱上了对方。Jojo不管家里人的反对跟着华弟出走。华弟后来更遭到了黑道老大的追杀，两人亡命天涯。
1783457,功夫熊猫,2008-06-20,554090,8.2,https:\/\/movie.douban.com\/subject\/1783457\/,"喜剧,动作,动画,冒险",美国,59695,554091,杰克·布莱克 达斯汀·霍夫曼 安吉丽娜·朱莉 伊恩·麦柯肖恩 成龙 塞斯·罗根 刘玉玲 大卫·克罗斯 兰德尔·杜克·金 吴汉章 丹·福勒 迈克·克拉克·邓肯 韦恩·奈特 凯尔·加斯 JR·里德 劳拉·奈特林格 坦雅·海登 斯蒂芬·凯林 马克·奥斯本 约翰·斯蒂文森 肯特·奥斯博内 瑞利·奥斯本 木村佳乃 陈奕迅 吴文伦 笹野高史 符爽 房祖名 ,马克·奥斯本 约翰·斯蒂文森 ,1030290,21472,首度以人见人爱的大熊猫和中国功夫作为故事主线，《功夫熊猫》定于6月全球上映，届时配合举世瞩目的2008年北京奥运，加上武术首度被列为奥运特设项目，相信定必在全世界掀起势不可挡的中国功夫热潮，电影有望打破纪录，勇夺全球动画票房金牌！
30211998,绅士们,2019-12-03,217701,8.3,https:\/\/movie.douban.com\/subject\/30211998\/,"喜剧,动作,犯罪","英国,美国",63680,217701,马修·麦康纳 查理·汉纳姆 休·格兰特 亨利·戈尔丁 米歇尔·道克瑞 杰瑞米·斯特朗 琳·勒内 科林·法瑞尔 汤姆·吴 奇迪·阿朱福 埃迪·马森 杰森·王 约翰·达格尔什 乔丹·朗 莉莉·弗雷泽 小格什温·尤斯塔什 萨缪尔·韦斯特 杰拉丁·萨莫维尔 可可·萨姆纳 弗朗茨·德拉姆 克里斯托弗·埃万格罗 詹姆斯·沃伦 汤姆·里斯·哈里斯 丹尼·格里芬 马克斯·班内特 尤金娜·库日敏娜 布鲁斯·钟 阿什利·马克圭尔 乔治·阿斯普雷 杰克·琼斯 马文·坎贝尔 莫里斯·李 拉塞尔·巴洛格 伊川东吾 麦凯尔·戴维 Dominic Gibbs 布莱特妮·阿什沃斯 妮科尔·亨布拉 杰森· 莱恩斯 盖·里奇 塞尔哈特·梅汀 巴奇·马龙 ,盖·里奇 ,260228,186395,美国移民Mickey Pearson（马修·麦康纳 饰）成功在英国伦敦建立大麻帝国，发了大财后，他试图将资产转卖给一个美国富豪。然而风声走漏，一连串的阴谋及谎言开始从Mickey展开…私家侦探Fletcher（休·格兰特 饰）用尽各种手段，收集所有Mickey的黑材料，企图从中得利。这时，新崛起的唐人街帮会龙头Dry Eye（亨利·戈尔丁 饰）对Mickey的生意虎视眈眈，最后… Mickey如何保护自己的生意与生命呢？
1291577,超人总动员,2005-01-28,292498,8.2,https:\/\/movie.douban.com\/subject\/1291577\/,"喜剧,动作,动画,冒险",美国,32413,292499,格雷格·T·尼尔森 霍利·亨特 塞缪尔·杰克逊 杰森·李 泰迪·牛顿 华莱士·肖恩 蔡康永 布拉德·伯德 徐熙娣 陈佩斯 莎拉·沃威尔 Spencer Fox 姜文 宫迫博之 徐帆 斯蒂芬·沙弗 Dmitry Pomirchy Ricardo Gray 马克∙安德鲁斯 巴德·乐凯 鲍勃·彼德森 彼得·孙 泰德·马托特 ,布拉德·伯德 ,507795,27949,鲍勃是一个超人特工，他惩恶扬善，深受街坊邻里的爱戴。“不可思议”先生就是他的光荣外号。他和另一个超人特工“弹力女超人”相爱，两人结婚后过上平静的生活。
3821067,一代宗师,2013-01-08,595707,8.1,https:\/\/movie.douban.com\/subject\/3821067\/,"剧情,传记,动作,爱情","中国大陆,中国香港",185317,595710,梁朝伟 章子怡 张震 宋慧乔 赵本山 小沈阳 王庆祥 张晋 卢海鹏 冯克安 刘家勇 张智霖 金士杰 徐锦江 刘洵 尚铁龙 罗莽 吴廷烨 张国立 袁和平 梁小龙 袁祥仁 黎烈弓 袁信义 戚冠军 王玨 吴云飞 任欣羽 江道海 魏小欢 吴艺璇 周小飞 江健 吉飞龙 赵芳华 贺勋 陈伟 鞠坤 ,王家卫 ,865862,122436,广东佛山人叶问（梁朝伟 饰），年少时家境优渥，师从咏春拳第二代传人陈华顺学习拳法，师傅“一条腰带一口气”的告诫，支持他走过兵荒马乱、朝代更迭的混乱年代。妻子张永成（宋慧乔 饰）泼辣干练，二人夫唱妇随，琴瑟合璧。
1291868,情人,1992-01-22,239773,8.2,https:\/\/movie.douban.com\/subject\/1291868\/,"剧情,传记,爱情,情色","法国,英国,越南",57487,239769,珍·玛奇 梁家辉 弗雷德丽克·梅南热 阿诺·乔瓦尼内蒂 梅尔维尔·珀波 丽萨·福克纳 让娜·莫罗 弗里德里克·奥伯汀 ,让-雅克·阿诺 ,342286,167312,1929年的越南是法国殖民地，一个15岁的法国少女（珍·玛奇 饰）在西贡女子寄宿学校读书。每逢假期她便回家，母亲办了一所很小的学校，收入甚少。她有两个哥哥，大哥比尔吸毒成瘾且横行霸道，二哥保罗生性懦弱，常受大哥的欺负。一天少女一如往常一样告别母亲乘上渡船回学校，在船上遇到一个坐黑色大轿车的中国阔少爷（梁家辉 饰），他是华侨富翁的独生子。中国男人喜欢这名白人少女便去搭讪，两人便搭上了。 少女在寄宿学校里知道有的女生在外卖淫，她也想找个有钱人试试，因此很主动地与男人交谈。上岸后两人逛了西贡，还一起上馆子吃中国饭菜，男人用汽车送她回学校。第二天刚放学，黑色汽车就等在校门口了。 两人很快就坠入爱河。男人把少女带到他的公馆，这是中国富人们常用来金屋藏娇的地方。他俩在这里幽会、洗澡、玩耍。有时晚上也不回学校，校方只好通知她的母亲，然而……
1296778,一树梨花压海棠,1997-09-26,226537,8.2,https:\/\/movie.douban.com\/subject\/1296778\/,"剧情,爱情,情色","法国,美国",55335,226537,杰瑞米·艾恩斯 多米尼克·斯万 梅兰尼·格里菲斯 弗兰克·兰格拉 苏珊妮·谢泼德 基思·雷丁 埃琳·J·迪安 琼·格洛弗 帕特·珀金斯 埃德·格雷迪 安吉拉·佩顿 本·西尔弗斯通 爱玛·格里菲斯·马琳 罗纳德·皮卡普 迈克尔·卡尔金 安娜贝勒艾裴逊 迈克尔·多兰 哈莉·赫里什 约翰·福兰克林·罗宾斯 李康敏 缪斯·沃森 ,阿德里安·莱恩 史蒂芬·希夫 ,304880,145969,大学教授韩拔（杰里米•艾恩斯 饰）年幼时经历了失去初恋女友之痛后，自此他对未成年少女有特殊的感情。
1291856,戏梦巴黎,2003-09-01,206227,8.1,https:\/\/movie.douban.com\/subject\/1291856\/,"剧情,爱情,情色","法国,英国,意大利",51156,206225,迈克尔·皮特 伊娃·格林 路易·加瑞尔 安娜·钱斯勒 罗宾·瑞努奇 琼-皮尔里·卡尔弗恩 让-皮埃尔·利奥德 吉尔伯特·阿代尔 让-保罗·贝尔蒙多 亨利·朗格卢瓦 珍·茜宝 弗朗索瓦·特吕弗 亚历珊德拉·耶尔马克 Lola Peploe Florian Cadiou ,贝纳尔多·贝托鲁奇 ,269500,183460,1968年法国学运前夕，孪生姐弟伊莎贝拉（伊娃•格林）和雷奥（路易斯•加瑞尔）因为电影，与来自美国的留学生马休（迈克尔•皮特）成为好朋友。姐弟两人将马休带到家中做客时，马休得到两人同是大学教授的父母的喜爱，住进他们家中，慢慢地，他喜欢上伊莎贝拉。
1303053,巴黎野玫瑰,1986-04-09,42559,8.1,https:\/\/movie.douban.com\/subject\/1303053\/,"剧情,爱情,情色",法国,0,0,x,x,0,0,null
1300275,大开眼戒,1999-07-16,147737,8,https:\/\/movie.douban.com\/subject\/1300275\/,"剧情,悬疑,惊悚,情色","英国,美国",37874,147737,汤姆·克鲁斯 妮可·基德曼 麦迪逊·埃金顿 杰基·萨维里斯 西德尼·波拉克 莱斯利·洛韦 托德·菲尔德 迈克尔·多文 斯凯·杜·蒙特 兰德尔·保罗 朱利安·戴维斯 玛丽·理查德森 托马斯·吉布森 凡妮莎·肖 拉德·舍博德兹加 伊川东吾 莉莉·索博斯基 山姆·道格拉斯 安格斯·麦金尼斯 斯坦利·库布里克 艾伦·卡明 克里斯蒂安妮·库布里克 利昂·维塔利 费伊·马斯特森 皮特·本森 李·亨肖 特雷瓦·埃迪内 布莱恩·W·库克 Cindy Dolenc 库尔特·莱特纳 Matt Gourley Donna Ewin Kate Charman Stewart Thorndike 凯特·布兰切特 卡塔琳娜·库布里克 ,斯坦利·库布里克 ,189714,129586,医生威廉姆(汤姆•克鲁斯 Tom Cruise 饰)携太太(妮可•基德曼 Nicole Kidman 饰)参加他的一位主顾――当地一个名流――家里举行的晚会时，巧遇了他的一位大学同学－－在晚会上担任钢琴师的尼克。
6827727,女性瘾者：第一部,2013-12-25,109878,7.9,https:\/\/movie.douban.com\/subject\/6827727\/,"剧情,情色","丹麦,德国,法国,比利时,英国",27781,109878,夏洛特·甘斯布 斯特兰·斯卡斯加德 斯塔西·马汀 希亚·拉博夫 克里斯蒂安·史莱特 乌玛·瑟曼 苏菲·肯尼迪·克拉克 康妮·尼尔森 迈克尔·帕斯 让-马克·巴尔 乌多·基尔 马古斯·汤姆齐克 雨果·斯皮尔 费莉希蒂·吉尔伯特 赛伦·梅尔维尔 安德斯·霍夫 西蒙·波尔 杰夫·伯勒尔 莎卡亚·瑞丝 克里斯托夫·施奇杰 克雷顿·尼姆罗 杰米·贝尔 尼可拉斯·布若 加斯帕·克里斯滕森 彦斯·阿尔比努斯 沙汀·罗尼 威廉·达福 詹姆斯·诺斯科特 大卫·班奈尔 ,拉斯·冯·提尔 ,144888,138605,一个大雪纷飞的寒冷夜晚，学者赛里格曼（斯特兰·斯卡斯加德 Stellan Skarsgård 饰）偶遇了遍体鳞伤躺在雪地里的女子乔伊（夏洛特·甘斯布 Charlotte Gainsbourg 饰），好心的赛里格曼将乔伊接回家里疗养，却没想到，等待着他的，会是一个充满了扭 曲情欲的故事。
10792650,女性瘾者：第二部,2013-12-25,76114,7.9,https:\/\/movie.douban.com\/subject\/10792650\/,"剧情,情色","丹麦,德国,比利时,英国,法国,瑞典",20401,76114,夏洛特·甘斯布 斯特兰·斯卡斯加德 斯塔西·马汀 希亚·拉博夫 杰米·贝尔 威廉·达福 克里斯蒂安·史莱特 米娅·高斯 乌多·基尔 苏菲·肯尼迪·克拉克 沙汀·罗尼 劳拉·克里斯滕森 卡罗琳·古多尔 凯特·阿什菲尔德 Sarah Soetaert 迈克尔·帕斯 让-马克·巴尔 乌玛·瑟曼 ,拉斯·冯·提尔 ,96711,50055,故事紧接着上一部，乔伊（夏洛特·甘斯布 Charlotte Gainsbourg 饰）徐徐讲述，从来不知情欲为何物的赛里格曼（斯特兰·斯卡斯加德 Stellan Skarsgård 饰）亦深深着迷。乔伊和杰罗姆（希亚·拉博夫 Shia LaBeouf 饰）有了孩子，但这颗爱情的结晶却并没有让在欲海中越陷越深的乔伊感到快乐，生活的重负让原本相爱的杰罗姆和乔伊渐行渐远。
1295460,性爱宝典,1972-08-06,22086,8,https:\/\/movie.douban.com\/subject\/1295460\/,"喜剧,情色",美国,8456,22086,伍迪·艾伦 约翰·卡拉丁 托尼·霍尔特 杰克·巴里 娄·雅可比 露易丝·拉塞尔 安东尼·奎尔 琳恩·雷德格瑞夫 托尼·兰德尔 伯特·雷诺兹 吉恩·怀尔德 希瑟·麦克雷 ,伍迪·艾伦 ,28762,51750,本片由章回形式提出七个敏感又尖锐的性话题：《春药管用么？》导演伍迪·艾伦Woody Allen亲自扮演佞人小丑，迷奸皇后未果而断送性命；《什么是兽交？》中事业有成的医生爱上一只母羊黛茜；《女人为何性冷淡》讲述性冷淡的新婚妻子只有在公众场合才会性欲爆发；《异装癖者是同性恋 么？》里结发夫妻访友，丈夫却偷穿女性服装，上演一场暴露在大庭广众下的尴尬闹剧；第五段《什么是性异常？》设定在公开各自性怪癖的电视脱口秀节目中；其后的《性学博士可信么？》伍迪·艾伦重新登场，阻止了扬言改造人类性器官的性学教授的疯狂实验；最后的故事《射精是怎么回事？》更是把做爱的全过程演绎成如操纵机器般步步可循。
1296992,洛丽塔,1962-06-13,99094,7.8,https:\/\/movie.douban.com\/subject\/1296992\/,"剧情,爱情,情色","美国,英国",21544,99094,詹姆斯·梅森 谢利·温特斯 苏·莱恩 加里·科克雷尔 杰里·斯托文 黛安娜·戴克 露易丝·麦斯威尔 塞克·林德 比尔·格林 雪莉·道格拉斯 玛丽安·斯通 詹姆斯·戴伦福思 科林·梅特兰 特里·基尔伯恩 C·丹尼尔·沃伦 彼得·塞勒斯 艾德·毕肖普 彼得·库欣 苏珊·吉布斯 斯坦利·库布里克 克里斯托弗·李 伊莎贝·卢卡 罗伯塔·肖尔 罗纳德·皮卡普 哈莉·赫里什 ,斯坦利·库布里克 ,154869,99311,在大学教授法文的亨博特（James Mason 詹姆斯•梅森 饰）少年时期曾有一段刻骨铭心的经历，当年的初恋情人不幸夭亡，令他此去经年依旧对那些充满青春气息的少女有着别样情感。
1309029,爱神,2004-09-10,54949,7.7,https:\/\/movie.douban.com\/subject\/1309029\/,"剧情,爱情,情色","意大利,中国香港,美国,法国,卢森堡,英国",15759,54949,巩俐 张震 克里斯托弗·布赫霍尔茨 路易莎·拉涅瑞 小罗伯特·唐尼 艾伦·阿金 艾利·凯特斯 田丰 恩丽卡·安东尼奥尼 ,王家卫 米开朗基罗·安东尼奥尼 史蒂文·索德伯格 ,74025,93998,该片是一部三段式主题（爱和性）电影，由米开朗基罗•安东尼奥尼（《危险临界点》）、史蒂文•索德伯格（《平衡》）和王家卫（《手》）三位导演联合执导。
1394424,弓,2005-05-12,48914,7.7,https:\/\/movie.douban.com\/subject\/1394424\/,"剧情,爱情,情色","韩国,日本",12189,48914,韩业云 金益泰 全国焕 徐智锡 成焕桢 ,金基德 ,64423,48190,在一望无际的大海上有两艘渔船，主人是一位年过花甲的老人（全成焕饰），他依靠两艘船谋生，陆上的人们来这边钓鱼或看风景。老人和一位少女（韩业云饰）一起生活，她是10年前老人在岸上捡到的，此后少女再没有上过陆地。老人等着少女年满17岁时就会与之结婚。
1292341,性、谎言和录像带,1989-08-18,40318,7.7,https:\/\/movie.douban.com\/subject\/1292341\/,"剧情,情色",美国,9794,40319,安迪·麦克道威尔 詹姆斯·斯派德 彼得·盖勒 劳拉·圣吉亚科莫 史蒂文·布里尔 ,史蒂文·索德伯格 ,56534,61934,格雷厄姆（詹姆斯•斯派德 James Spader 饰）有一个特殊的癖好，就是为各种各样的女人录影，这些女人在他的摄像机面前都毫不遮掩地谈论自己的性经验和其中细节。当格雷厄姆回到阔别多年的家乡时，他除了一辆汽车和这些录像带，一无所有。所以他只能暂时借住在同学约翰家。
1874704,我嫁了个怪蜀黍！,1998-08-28,9252,8.1,https:\/\/movie.douban.com\/subject\/1874704\/,"喜剧,动画,奇幻,情色",美国,3647,9252,哈里斯·米切尔森 Richard Spore J.B. Adams ,比尔·普莱姆顿 ,11770,31674,这部片可以是加了幽默的《Akira》，添了人情味的《RoadRunner》，动画版的《低俗小说》（Pulp Fiction）。一个关于一对新婚夫妇在新婚之夜发生的温馨故事。丈夫格兰特（Grant）突然得到奇异的超自然力量，与此同时妻子凯丽（Kerry）窘于应付。无论何时，只要Grant一想什么，就会变为现实，尽管他并不知道这些魔力来自哪里。他从此成为清谈节目的风云人物。拉森·扎尔斯（Larson Giles），笑笑公司（Smile Corp.）老总，一个Ted Turner型媒体巨头，派遣他的私家军团，由粗暴但无脑的菲古森（Ferguson）上校率领，去绑架格兰特，以便霸占全球媒体收视率。接下来就是电影史上最暴力和奇怪的对战之一。除了多个足以开罪所有人的极端暴力画面，还有曾被称为“电影中有史以来出现的最怪异和滑稽的性场面”。
1296463,色情男女,1996-11-28,40671,7.6,https:\/\/movie.douban.com\/subject\/1296463\/,"剧情,喜剧,情色",中国香港,0,0,x,x,0,0,null
1291558,云上的日子,1995-09-03,68981,7.6,https:\/\/movie.douban.com\/subject\/1291558\/,"剧情,爱情,情色","法国,意大利,德国",16038,68981,苏菲·玛索 约翰·马尔科维奇 芬妮·阿尔丹 切瑞拉·凯瑟莉 伊莲娜·雅各布 文森特·佩雷斯 让·雷诺 吉姆·罗斯·斯图尔特 依蕾·莎丝特 彼得·威勒 马塞洛·马斯楚安尼 让娜·莫罗 恩丽卡·安东尼奥尼 ,米开朗基罗·安东尼奥尼 维姆·文德斯 ,100377,103066,1，费拿拉小镇，工程师斯瓦诺（Kim Rossi Stuart 饰）邂逅了女教师卡门（Inés Sastre 饰），他们一见钟情，卡门却拒绝了斯瓦诺的吻。当他们三年后再次相遇时，斯瓦诺则在肉欲面前止步；
1305456,不忠,2002-05-10,64219,7.6,https:\/\/movie.douban.com\/subject\/1305456\/,"剧情,惊悚,情色,家庭","美国,德国,法国",17669,64219,戴安·琳恩 理查·基尔 奥利维埃·马丁内斯 埃里克·佩尔·沙利文 米歇尔·莫纳汉 查德·洛 迈拉·卢克利希亚·泰勒 多米尼克·查尼斯 玛格丽特·柯林 ,阿德里安·莱恩 ,83580,73266,爱德华（理查•吉尔 饰）与妻子康妮（黛安•莱恩 饰）是令人艳羡的一对，他们有一个8岁的儿子。他们结婚已有11年，日子过得平平淡淡却十分美满幸福。
1401522,再见箱舟,1984-09-08,7581,8.1,https:\/\/movie.douban.com\/subject\/1401522\/,"悬疑,情色",日本,2693,7581,山崎努 小川真由美 原田芳雄 石桥莲司 小松方正 宫口精二 高桥瞳 若松武史 高桥洋子 天本英世 新高惠子 三上博史 日野利彦 榎木兵卫 ,寺山修司 ,10233,24853,偏远隔绝的日本山村，财主时任家的少爷大作（原田芳雄 饰）偷走村里所有住户的钟，将其埋在地下。从此，村中失去时间的概念，止步不前。多年之后，大作的堂弟舍吉（山崎努 饰）和堂妹惠子（新高けい子 饰）结婚，然而惠子的父亲当年为防止不伦之事而给女儿戴上了贞操带。婚后多年，舍吉夫妻因性事甚为苦恼，而舍吉也因没有子女而被村人嘲笑。某天，愤怒的舍吉忍无可忍，刺死了嘲笑他的大作。在此之后，夫妻二人选择逃亡，不过最终还是返回了村中。从此，舍吉便经常能够看到大作的鬼魂，并渐渐开始忘却周遭事物的名称，心性失常。在这个恍如孤岛的村落，怪诞的事情接连发生，从未停止……
1298989,性书大亨,1996-12-25,13957,7.8,https:\/\/movie.douban.com\/subject\/1298989\/,"剧情,传记,情色",美国,0,0,x,x,0,0,null
1301649,白日美人,1967-05-24,33849,7.6,https:\/\/movie.douban.com\/subject\/1301649\/,"剧情,情色","法国,意大利",11109,33849,凯瑟琳·德纳芙 让·索雷尔 米歇尔·皮科利 吉内瓦维·佩吉 皮埃尔·克里蒙地 弗兰西丝·法比安 玛莎·梅赫勒 穆尼 Maria Latour 克洛德·塞瓦尔 米歇尔·查瑞尔 贝尔纳·米松 马塞尔·沙尔韦 弗朗索瓦·麦斯特 弗朗西斯科·拉瓦尔 乔治·马沙尔 弗朗西斯·布朗什 马克·埃罗 路易斯·布努埃尔 贝尔纳·弗雷松 Iska Khan ,路易斯·布努埃尔 ,46144,52093,美丽的中产阶级女子塞芙丽娜（凯瑟琳•德纳芙 Catherine Deneuve 饰）拥有一个幸福美满的家庭。身为外科医生的丈夫皮埃尔（让•索尔 Jean Sorel 饰）英俊温柔，收入颇丰，但他却始终无法令妻子得到肉欲上的满足。碍于身份，塞芙丽娜只得通过幻想自己受人虐待和欺凌，并从中得到欢愉。
1292277,偷香,1996-03-29,31687,7.6,https:\/\/movie.douban.com\/subject\/1292277\/,"剧情,爱情,悬疑,情色","意大利,法国,英国",8922,31687,丽芙·泰勒 杰瑞米·艾恩斯 西妮德·库萨克 让·马莱 多纳尔·麦卡恩 D.W.莫菲特 斯特法尼娅·桑德雷莉 蕾切尔·薇兹 卡洛·切基 约瑟夫·费因斯 杰森·弗莱明 伊格纳齐奥·欧力瓦 弗朗切斯科·西西利亚诺 莱昂纳多·特雷维谬 亚历山德拉万齐 罗伯托·齐贝蒂 ,贝纳尔多·贝托鲁奇 ,42775,70492,年轻的露西（丽芙·泰勒 Liv Tyler 饰）带着她母亲自杀后留下的日记，来到了一个小镇上探访母亲往昔的好友，并住在雕塑家格雷森的家中。其实四年前，露西就和母亲来过这里，还认识了一个叫尼古拉的男孩。她曾经被他送上的一封信深深感动，并和他有过美好的初恋时光。如今，格雷斯家中异常热闹，聚集了各路人物，露西美丽的魅力让这里的男人们纷纷动心，其中患有白血病的作家亚历克斯更是难以自拔。尼古拉从国外回来，露西却发现他是个花花公子，枉费当年动了情。此时寻找生父成了露西的心结。她在这段历程中慢慢成熟，并寻获心爱那人。
1297598,露西亚的情人,2001-08-24,30445,7.6,https:\/\/movie.douban.com\/subject\/1297598\/,"剧情,爱情,情色","西班牙,法国",7812,30445,帕斯·贝加 特里斯坦·乌罗阿 纳瓦·尼姆利 丹尼尔弗莱雷 埃伦娜·安纳亚 胡安·费尔南德斯 哈维尔·卡马拉 ,胡里奥·密谭 ,42748,59439,风流倜傥的小说家洛伦佐（Tristán Ulloa 饰）在遭遇创作瓶颈之际邂逅了自己的崇拜者露西亚（Paz Vega 帕兹•维嘉 饰）——一名在咖啡馆工作的女招待。她点燃了洛伦佐沉寂已久的激情，两人开始一段愉快刺激的同居生活。偶然机会，洛伦佐得知自己拥有一个女儿，那是他一年前在海边夜晚的所留下的艳遇结晶。自此他的心情重归浮躁，他私下寻找女儿，却将小说中的情节和现实混为一谈。
1306730,钢琴教师,2001-05-14,64627,7.5,https:\/\/movie.douban.com\/subject\/1306730\/,"剧情,爱情,惊悚,情色","奥地利,法国,德国",18029,64627,伊莎贝尔·于佩尔 安妮·吉拉尔多 伯努瓦·马吉梅尔 苏珊娜·洛塔尔 乌多·萨梅尔 安娜·西加勒维奇 格奥尔格·弗里德里希 William Mang Rudolf Melichar Michael Schottenberg Gabriele Schuchter 迪特尔·贝尔讷 Annemarie Schleinzer Liliana Nelska 薇薇安·巴奇 杰尔蒂·德拉斯尔 史黛芬妮·迪亚布卓 Noam Morgensztern Lisa Olah Nick Stellate Vitus Wieser 伊娃·格林 ,迈克尔·哈内克 ,91223,69315,40岁的Erika Kohut（伊莎贝尔·于佩尔 Isabelle Huppert 饰）表面上是一个优雅的钢琴老师，外形独特、气质出众，但对学生却无比严厉。同时她的母亲专制又无理，无休止的折磨令Erika的各种欲望都无法发泄。于是Erika只好躲在厕所用剃刀伤害自己以求快感，嗅着内裤上的味道以发泄欲望，还去租看色情录像带。当18岁英俊冲动的Walter（伯努瓦·马吉梅 Benoît Magimel 饰）闯进她的生活时，一切都改变了。他们互相需索互相慰藉，Erika以为她终于找到了自己的幸福，然而年少的Walter有一日厌倦了这种关系……
